5069505,* MOFid-v1.NA.NA;5069505,
5069583,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])Cl)Cl)Cl MOFid-v1.ERROR.cat0;5069583,Cu.IJGRMHOSHXDMSA.RIFYKTCGVSYELJ.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069584,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])Cl MOFid-v1.ERROR.cat0;5069584,Cu.IJGRMHOSHXDMSA.XLFWYCWTYCZOEE.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069585,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])Br)Br)Br)Br MOFid-v1.ERROR.cat0;5069585,Cu.IJGRMHOSHXDMSA.IMBZNVJKNNOAIE.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069586,BrO[C](C#C[C](OBr)OBr)OBr.N#N.[Cu][Cu].[O-]C(=O)C12C3[C]4[C]2C2[C]1[C]3C42C(=O)[O-] MOFid-v1.ERROR.cat1;5069586,Cu.FMJCQVWXWYARST.IJGRMHOSHXDMSA.JROXRTHUNUZVRF.MOFkey-v1.ERROR
5069587,BrC12C3[C]4N2C2([C]1N3C42)Br.[Cu][Cu].[O-]C(=O)C12C3(Br)C4C1(Br)C1(C2(C3(C41C(=O)[O-])Br)Br)Br.[O-]C(=O)C12C3C4[C]2C2(C1[C]3C42C(=O)[O-])Br MOFid-v1.pcu.cat0;5069587,Cu.NDERMFPLQZABFL.QOAGYFFMVKWYRQ.VBLGNHGZGJCTLW.MOFkey-v1.pcu
5069588,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])Br)Br)Br MOFid-v1.ERROR.cat0;5069588,Cu.BCMCZLDZICEUQN.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069589,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069589,Cu.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069590,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat1;5069590,Cu.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069591,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])Br MOFid-v1.ERROR.cat0;5069591,Cu.IJGRMHOSHXDMSA.KVTLAXLNQSKVAS.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069592,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)OBr.[O-]C(=O)C12C3C4C2[C]2C1C3C42C(=O)[O-] MOFid-v1.ERROR.cat1;5069592,Cu.IJGRMHOSHXDMSA.WQCIRRWMJTUPHL.XYIZMYAALKUGKY.MOFkey-v1.ERROR
5069593,CC12C3N4C1C1(N2C3(C41)C)C.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.pcu.cat0;5069593,Cu.QHGPUCVIEGDGBV.YTIVTFGABIZHHX.MOFkey-v1.pcu
5069594,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])C MOFid-v1.ERROR.cat0;5069594,Cu.BOXRUOSZIMVNIG.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069595,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])C)C)C MOFid-v1.ERROR.cat0;5069595,Cu.IJGRMHOSHXDMSA.LRWHZOPPWIBFHG.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069596,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.ERROR.cat0;5069596,Cu.IJGRMHOSHXDMSA.JFKXMJUMOJJTCQ.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069597,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.ERROR.cat1;5069597,Cu.IJGRMHOSHXDMSA.JFKXMJUMOJJTCQ.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069598,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])C)C)C MOFid-v1.ERROR.cat0;5069598,Cu.IJGRMHOSHXDMSA.LRWHZOPPWIBFHG.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069599,CCC12C3C4C2(C2C1C3(C42CC)C(=O)[O-])C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069599,Cu.IJGRMHOSHXDMSA.QQDBIKRCYQZDTC.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069600,CCC12C3C4(C2(C2(C1(C3(C42CC)CC)C(=O)[O-])CC)CC)C(=O)[O-].CCC12C3N4C2(C2(N1C3(C42[CH2])CC)CC)CC.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.pcu.cat0;5069600,Cu.DPSRLALYEYRHIU.QPKFUCKSCLYTDG.YTIVTFGABIZHHX.MOFkey-v1.pcu
5069601,CCC12C3C4C2(C2(C1C3(C42CC)C(=O)[O-])CC)C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069601,Cu.HEKBHAPTYJMRSV.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069602,CCC12C3C4C2(C2(C1C3(C42)C(=O)[O-])CC)C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069602,Cu.IJGRMHOSHXDMSA.RTPPSQDCVFGVPE.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069603,CCC12C3C4C2(C2C1C3(C42CC)C(=O)[O-])C(=O)[O-].CCC12N3C4C2(N2C1C3(C42CC)CC)CC.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.pcu.cat0;5069603,Cu.KWABGSQOQJMIDV.QQDBIKRCYQZDTC.YTIVTFGABIZHHX.MOFkey-v1.pcu
5069604,CCCC12C3C4C1(C(=O)[O-])C1C2(C3(C41CCC)C(=O)[O-])CCC.N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069604,Cu.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.ZXWJEDLYDXIMOK.MOFkey-v1.ERROR
5069605,CCCC12C3C4C1(C(=O)[O-])C1C2(C3(C41CCC)C(=O)[O-])CCC.N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069605,Cu.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.ZXWJEDLYDXIMOK.MOFkey-v1.ERROR
5069606,CCCC12C3C4C1(C(=O)[O-])C1C2(C3(C41CCC)C(=O)[O-])CCC.N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069606,Cu.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.ZXWJEDLYDXIMOK.MOFkey-v1.ERROR
5069607,CCCC12C3C4C2(C2C1C3(C42CCC)C(=O)[O-])C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069607,Cu.IJGRMHOSHXDMSA.PXOIEHHMBSVBKU.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069608,CCCC12C3C4C1(C(=O)[O-])C1C2(C3(C41CCC)C(=O)[O-])CCC.N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069608,Cu.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.ZXWJEDLYDXIMOK.MOFkey-v1.ERROR
5069609,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C1C1(C2(C3C41C(=O)[O-])N)N MOFid-v1.ERROR.cat0;5069609,Cu.IJGRMHOSHXDMSA.IYKXQXBCNDISCD.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069610,N#N.[Cu][Cu].[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])N)N)N.[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])N MOFid-v1.ERROR.cat0;5069610,Cu.IJGRMHOSHXDMSA.LRSIRBLPWBCRCB.QYHGNCHMWRJBSI.MOFkey-v1.ERROR
5069611,NC12C3N4C2(C2(N1C3(C42N)N)N)N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C1(N)C1(C2(C3(C41C(=O)[O-])N)N)N MOFid-v1.pcu.cat0;5069611,Cu.SLPZHRCFQCASHK.YTIVTFGABIZHHX.ZXQCJMXXMCFJSZ.MOFkey-v1.pcu
5069612,N#N.[Cu][Cu].[O-]C(=O)C12C3(N)C4C2(C2(C1(C3C42C(=O)[O-])N)N)N.[O-]C(=O)C12C3C4C1C1(C2(C3C41C(=O)[O-])N)N MOFid-v1.ERROR.cat0;5069612,Cu.IJGRMHOSHXDMSA.IYKXQXBCNDISCD.ZBLBRZOKPSRGNL.MOFkey-v1.ERROR
5069613,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3(N)C4C2(C2(C1(C3C42C(=O)[O-])N)N)N MOFid-v1.ERROR.cat0;5069613,Cu.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.ZBLBRZOKPSRGNL.MOFkey-v1.ERROR
5069614,N#N.[Cu][Cu].[O-]C(=O)C12C3C4C2(C2C1(C3C42C(=O)[O-])c1ccccc1)c1ccccc1.[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.ERROR.cat0;5069614,Cu.DVNFZOZZMPZHOF.IJGRMHOSHXDMSA.JFKXMJUMOJJTCQ.MOFkey-v1.ERROR
5069615,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C1C1(C2(C3C41C(=O)[O-])c1ccccc1)c1ccccc1 MOFid-v1.ERROR.cat0;5069615,Cu.IJGRMHOSHXDMSA.NJNNTFOZEVTRNZ.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069616,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])c1ccccc1)c1ccccc1 MOFid-v1.ERROR.cat0;5069616,Cu.IJGRMHOSHXDMSA.IUGSEGXZPYPMHS.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069617,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C1(c1ccccc1)C1C2(C3(C41C(=O)[O-])c1ccccc1)c1ccccc1 MOFid-v1.ERROR.cat0;5069617,Cu.IJGRMHOSHXDMSA.IVTKZSNQVOWNMS.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069618,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C1C1C2(C3C41C(=O)[O-])c1ccccc1 MOFid-v1.ERROR.cat0;5069618,Cu.DDUDJYKYZGSNSP.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069619,N#N.[Cu][Cu].[O-]C(=O)C12C3C4C2(C2(C1(C3C42C(=O)[O-])O)O)O.[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])O MOFid-v1.ERROR.cat0;5069619,Cu.CKMRLYAPMWWPBN.IJGRMHOSHXDMSA.ONFOPEAUSQHXFR.MOFkey-v1.ERROR
5069620,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C1C1(C2(C3C41C(=O)[O-])O)O MOFid-v1.ERROR.cat0;5069620,Cu.IJGRMHOSHXDMSA.RNJDCZHPICMFHE.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069621,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])O MOFid-v1.ERROR.cat0;5069621,Cu.IJGRMHOSHXDMSA.ONFOPEAUSQHXFR.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069622,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])O)O)O MOFid-v1.ERROR.cat0;5069622,Cu.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.ZLZFUCTZKGWVMA.MOFkey-v1.ERROR
5069623,OC12C3N4C2C2(N1C3C42O)O.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C1C1(C2(C3C41C(=O)[O-])O)O MOFid-v1.pcu.cat0;5069623,Cu.FEGNZQRMNNVWQM.RNJDCZHPICMFHE.YTIVTFGABIZHHX.MOFkey-v1.pcu
5069624,N#CC12C3C4C2(C2(C1C3(C42)C(=O)[O-])C#N)C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069624,Cu.IJGRMHOSHXDMSA.NEGHNOASWASARI.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069625,N#CC12C3(C(=O)[O-])C4C2(C2(C1(C3C42)C#N)C(=O)[O-])C#N.N#CC12N3C4C1N1C2(C3C41)C#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.pcu.cat0;5069625,Cu.MKBWVKAXGOLPBE.OLEPOZQGUDXKMD.YTIVTFGABIZHHX.MOFkey-v1.pcu
5069626,N#CC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069626,Cu.HDYMPMAGIAFFDT.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069627,N#CC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069627,Cu.HDYMPMAGIAFFDT.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069628,N#CC12C3C4C2(C2(C1C3(C42)C(=O)[O-])C#N)C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.ERROR.cat0;5069628,Cu.IJGRMHOSHXDMSA.JFKXMJUMOJJTCQ.NEGHNOASWASARI.MOFkey-v1.ERROR
5069629,COC12C3(C(=O)[O-])C4C1(OC)C1(C2(C3(C41)OC)OC)C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069629,Cu.IJGRMHOSHXDMSA.RQLSKHFLDUOPLN.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069630,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069630,Cu.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069631,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat1;5069631,Cu.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069632,COC12C3(C(=O)[O-])C4C2(C2(C1(C3C42[O])OC)C(=O)[O-])OC.N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069632,Cu.IJGRMHOSHXDMSA.POUSXRXCLMQAAN.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069633,COC12C3C4C1(C(=O)[O-])C1C2(C3(C41)C(=O)[O-])OC.N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069633,Cu.BIPVXXKRDLCODD.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069634,COC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069634,Cu.IJGRMHOSHXDMSA.YIAYVOUBBTYXCV.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069635,CCOC12C3C4C1(C(=O)[O-])C1C2(C3(C41)C(=O)[O-])OCC.N#N.[Cu][Cu].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.ERROR.cat0;5069635,Cu.IJGRMHOSHXDMSA.JFKXMJUMOJJTCQ.WZPYXJGAUMJAAK.MOFkey-v1.ERROR
5069636,CCOC12C3(C(=O)[O-])C4C1(OCC)C1(C2(C3(C41)OCC)OCC)C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069636,Cu.BLSMXALKUFMLGA.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069637,CCOC12C3C4C2(C2C1C3(C42OCC)C(=O)[O-])C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069637,Cu.BUPJNFNQBLUENW.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069638,CCOC12C3C4C2(C2(C1C3(C42)C(=O)[O-])O[CH2])C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069638,Cu.IJGRMHOSHXDMSA.JMXKMXOVNQBEGW.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069639,CCOC12C3C4C1(C(=O)[O-])C1C2(C3(C41OCC)C(=O)[O-])OCC.N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069639,Cu.IJGRMHOSHXDMSA.SMTLQENOYGAVLI.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069640,CCCOC12C3C4C2(C2(C1C3(C42)C(=O)[O-])OCCC)C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069640,Cu.IJGRMHOSHXDMSA.IKEBKQPBRHXYKC.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069641,CCCOC12N3C4C2(N2C1(C3C42)OCCC)OCCC.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.pcu.cat0;5069641,Cu.YQHUZBRYOSSOQL.YTIVTFGABIZHHX.MOFkey-v1.pcu
5069642,CCCOC12C3C4C1(C(=O)[O-])C1C2(C3(C41)C(=O)[O-])OCCC.N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069642,Cu.IJGRMHOSHXDMSA.URYXXCXMTJANPT.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069643,N#N.[CH2]OC12C3C4C2(C2C1C3(C42O[CH2])C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069643,Cu.IJGRMHOSHXDMSA.IXDJOCZMMZYHGV.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069644,CCCOC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-].N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069644,Cu.IJGRMHOSHXDMSA.QIWSOEODPVHJSZ.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069645,N#N.N=NC12C3C4C2(C2(C1C3(C42)C(=O)[O-])N=N)C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069645,Cu.BBABYKDCZWOBEV.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069646,N#N.[Cu][Cu].[O-][C](=C=C1[C]2ON([NH])C34C5C6([N]1(O2)[NH])C1C(C36C(=O)[O-])C4C51C(=O)[O-])=O MOFid-v1.UNKNOWN.cat0;5069646,Cu.IJGRMHOSHXDMSA.UFZNVCUQUINBSE.MOFkey-v1.UNKNOWN
5069647,N#N.N=NC12C3C4C2(C2C1C3(C42N=N)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069647,Cu.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.ZTLHWEGTLFNICX.MOFkey-v1.ERROR
5069648,N#N.O=C1C#CC(=O)ON([NH])C23C4C5C6(N(O1)[NH])C(C25C(=O)[O-])C3C46C(=O)[O-].[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5069648,Cu.IJGRMHOSHXDMSA.OSTMAXFCXJWUDH.MOFkey-v1.UNKNOWN
5069649,N#N.N=NC12C3C4(C1C1(C2(C3(C41)N=N)C(=O)[O-])N=N)C(=O)[O-].N=NC12C3C4(C1C1(C2(C3(C41N=N)N=N)C(=O)[O-])N=N)C(=O)[O-].[Cu][Cu] MOFid-v1.ERROR.cat0;5069649,Cu.IJGRMHOSHXDMSA.KSDIRIRSWUDXRJ.WJJLRFYFEUMJHA.MOFkey-v1.ERROR
5069650,N#N.N=NC12C3(C(=O)[O-])C4C2(C2(C1(C3C42)N=N)C(=O)[O-])N=N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069650,Cu.BVQCOOAYIHXQAH.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069651,N#N.N=NC12C3C4C2(C2(C1C3(C42)C(=O)[O-])N=N)C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.ERROR.cat0;5069651,Cu.BBABYKDCZWOBEV.IJGRMHOSHXDMSA.YTIVTFGABIZHHX.MOFkey-v1.ERROR
5069652,N#Cc1ccc(cc1)C#N.[Cu][Cu].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.pcu.cat0;5069652,Cu.BHXFKXOIODIUJO.IUCPZNVTXMASAX.JFKXMJUMOJJTCQ.MOFkey-v1.pcu
5069653,N#Cc1ccc(cc1)C#N.[Cu][Cu].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.pcu.cat1;5069653,Cu.BHXFKXOIODIUJO.IUCPZNVTXMASAX.JFKXMJUMOJJTCQ.MOFkey-v1.pcu
5069654,N#Cc1ccc(cc1)C#N.[Cu][Cu].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.pcu.cat2;5069654,Cu.BHXFKXOIODIUJO.IUCPZNVTXMASAX.JFKXMJUMOJJTCQ.MOFkey-v1.pcu
5069655,N#Cc1ccc(cc1)C#N.[Cu][Cu].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.pcu.cat3;5069655,Cu.BHXFKXOIODIUJO.IUCPZNVTXMASAX.JFKXMJUMOJJTCQ.MOFkey-v1.pcu
5069656,N#Cc1ccc(cc1)C#N.[Cu][Cu].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.pcu.cat0;5069656,Cu.BHXFKXOIODIUJO.IUCPZNVTXMASAX.JFKXMJUMOJJTCQ.MOFkey-v1.pcu
5069657,N#Cc1ccc(cc1)C#N.[Cu][Cu].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.pcu.cat1;5069657,Cu.BHXFKXOIODIUJO.IUCPZNVTXMASAX.JFKXMJUMOJJTCQ.MOFkey-v1.pcu
5069658,N#Cc1ccc(cc1)C#N.[Cu][Cu].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.pcu.cat2;5069658,Cu.BHXFKXOIODIUJO.IUCPZNVTXMASAX.JFKXMJUMOJJTCQ.MOFkey-v1.pcu
5069659,N#Cc1cc(F)c(cc1F)C#N.[Cu][Cu].[O-]C(=O)C#Cc1cc(F)c(c(c1)F)C#CC(=O)[O-].[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])F)F MOFid-v1.pcu.cat0;5069659,Cu.BMYMYECPQVOXBR.OQTMBGKPKNCCHG.XYFQWMPHYSQURI.MOFkey-v1.pcu
5069660,N#Cc1cc(F)c(cc1F)C#N.[Cu][Cu].[O-]C(=O)C#Cc1cc(F)c(c(c1)F)C#CC(=O)[O-].[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])F)F MOFid-v1.pcu.cat1;5069660,Cu.BMYMYECPQVOXBR.OQTMBGKPKNCCHG.XYFQWMPHYSQURI.MOFkey-v1.pcu
5069661,N#Cc1cc(F)c(cc1F)C#N.[Cu][Cu].[O-]C(=O)C#Cc1cc(F)c(c(c1)F)C#CC(=O)[O-].[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])F)F MOFid-v1.pcu.cat2;5069661,Cu.BMYMYECPQVOXBR.OQTMBGKPKNCCHG.XYFQWMPHYSQURI.MOFkey-v1.pcu
5069662,FC12N3C4C2(N2C1(C3C42)F)F.[Cu][Cu].[O-]C(=O)C#Cc1cc(F)c(cc1F)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])F MOFid-v1.pcu.cat0;5069662,Cu.AEEMFQIMOWZMLV.RHLWFQFWQRYIKR.ZUKMMCZIRHTSQJ.MOFkey-v1.pcu
5069663,FC12N3C4C2(N2C1(C3C42)F)F.[Cu][Cu].[O-]C(=O)C#Cc1cc(F)c(cc1F)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])F MOFid-v1.pcu.cat1;5069663,Cu.AEEMFQIMOWZMLV.RHLWFQFWQRYIKR.ZUKMMCZIRHTSQJ.MOFkey-v1.pcu
5069664,FC12N3C4(C2(N2C1(C3(C42F)F)F)F)F.[Cu][Cu].[O-]C(=O)C#Cc1c(F)c(F)c(c(c1F)F)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-] MOFid-v1.pcu.cat0;5069664,Cu.JFKXMJUMOJJTCQ.KGUUEUHFJQGUSO.VESUQYPZBMGBFD.MOFkey-v1.pcu
